project,message,level,rule_id,location,report_name
litedb,Checking value of 'entity' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Database/Collections/Insert.cs 17:1,litedb_LiteDB.sarif
litedb,Checking value of 'entity' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Database/Collections/Insert.cs 40:1,litedb_LiteDB.sarif
litedb,Checking value of 'entity' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Database/Collections/Update.cs 18:1,litedb_LiteDB.sarif
litedb,Checking value of 'entity' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Database/Collections/Update.cs 31:1,litedb_LiteDB.sarif
litedb,String literal contains potential interpolated expression. Consider inspecting: Name.,note,V3138,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Database/Collections/Update.cs 64:1,litedb_LiteDB.sarif
litedb,Checking value of 'entity' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Database/Collections/Upsert.cs 17:1,litedb_LiteDB.sarif
litedb,Checking value of 'entity' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Database/Collections/Upsert.cs 37:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 2nd argument: value.AsArray.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 146:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 2nd argument: value.AsArray.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 150:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 2nd argument: value.AsArray.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 154:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 2nd argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 164:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator can lead to NullReferenceException. Consider inspecting 'doc'.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 170:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 4th argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 201:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 4th argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 205:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 3rd argument: doc.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/BsonMapper.Deserialize.cs 210:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator can lead to NullReferenceException. Consider inspecting 'bind'.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/Linq/LinqExpressionVisitor.cs 392:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/Linq/LinqExpressionVisitor.cs 531:1,litedb_LiteDB.sarif
litedb,Two or more case-branches perform the same actions.,warning,V3139,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Mapper/Linq/LinqExpressionVisitor.cs 603:1,litedb_LiteDB.sarif
litedb,An empty exception handler. Silent suppression of exceptions may hide the presence of bugs or vulnerabilities.,note,V3163,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Shared/SharedEngine.cs 65:1,litedb_LiteDB.sarif
litedb,Checking value of 'collection' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/BsonArray.cs 65:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator can lead to NullReferenceException. Consider inspecting 'otherArray'.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/BsonArray.cs 126:1,litedb_LiteDB.sarif
litedb,Checking value of 'id' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Storage/LiteStorage.cs 35:1,litedb_LiteDB.sarif
litedb,Checking value of 'id' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Storage/LiteStorage.cs 95:1,litedb_LiteDB.sarif
litedb,Checking value of 'id' for null will always return false when generic type is instantiated with a value type.,note,V3111,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Client/Storage/LiteStorage.cs 232:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator can lead to NullReferenceException. Consider inspecting 'otherDoc'.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/BsonDocument.cs 76:1,litedb_LiteDB.sarif
litedb,An empty exception handler. Silent suppression of exceptions may hide the presence of bugs or vulnerabilities.,note,V3163,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Methods/DataTypes.cs 229:1,litedb_LiteDB.sarif
litedb,An empty exception handler. Silent suppression of exceptions may hide the presence of bugs or vulnerabilities.,note,V3163,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Methods/DataTypes.cs 258:1,litedb_LiteDB.sarif
litedb,An empty exception handler. Silent suppression of exceptions may hide the presence of bugs or vulnerabilities.,note,V3163,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Methods/DataTypes.cs 287:1,litedb_LiteDB.sarif
litedb,An empty exception handler. Silent suppression of exceptions may hide the presence of bugs or vulnerabilities.,note,V3163,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Methods/DataTypes.cs 316:1,litedb_LiteDB.sarif
litedb,An empty exception handler. Silent suppression of exceptions may hide the presence of bugs or vulnerabilities.,note,V3163,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Methods/Misc.cs 31:1,litedb_LiteDB.sarif
litedb,Two or more case-branches perform the same actions.,warning,V3139,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/BsonValue.cs 651:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator can lead to NullReferenceException. Consider inspecting 'arr'.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionOperators.cs 184:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator can lead to NullReferenceException. Consider inspecting 'doc'.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionOperators.cs 258:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator can lead to NullReferenceException. Consider inspecting 'arr'.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionOperators.cs 291:1,litedb_LiteDB.sarif
litedb,Expression 'origin == FileOrigin.Data' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Disk/DiskService.cs 289:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument: value.AsArray.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Json/JsonWriter.cs 56:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Json/JsonWriter.cs 60:1,litedb_LiteDB.sarif
litedb,The first argument of the 'ToBase64String' method is not expected to be null. Potential null value: bytes.,warning,V3156,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Json/JsonWriter.cs 91:1,litedb_LiteDB.sarif
litedb,IDisposable object 'pdb' is not disposed before method returns.,warning,V3114,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Disk/Streams/AesStream.cs 80:1,litedb_LiteDB.sarif
litedb,Expression '_header.GetCollectionPageID(newName) != uint.MaxValue' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Engine/Collection.cs 78:1,litedb_LiteDB.sarif
litedb,Unreachable code detected. It is possible that an error is present.,warning,V3142,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Engine/Collection.cs 84:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Disk/Serializer/BufferWriter.cs 397:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument: value.AsArray.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Disk/Serializer/BufferWriter.cs 403:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 2nd argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Engine/Update.cs 76:1,litedb_LiteDB.sarif
litedb,Possible null dereference inside method at 'index.MaxLevel'. Consider inspecting the 1st argument: index.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Engine/Update.cs 159:1,litedb_LiteDB.sarif
litedb,Expression 'remaining' is always not null. The operator '?.' is excessive.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Disk/Serializer/BufferReader.cs 435:1,litedb_LiteDB.sarif
litedb,IDisposable object 'pdb' is not disposed before method returns.,warning,V3114,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/Legacy/AesEncryption.cs 23:1,litedb_LiteDB.sarif
litedb,Calling overrideable class member 'Dispose' from constructor is dangerous.,note,V3068,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/LiteEngine.cs 116:1,litedb_LiteDB.sarif
litedb,Expression 'this.PageType != PageType.Collection' is always false.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Pages/CollectionPage.cs 46:1,litedb_LiteDB.sarif
litedb,Expression 'this.PageType != PageType.Data' is always false.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Pages/DataPage.cs 23:1,litedb_LiteDB.sarif
litedb,Constructor parameter 'pageID' is not used.,warning,V3117,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Pages/HeaderPage.cs 78:1,litedb_LiteDB.sarif
litedb,Expression 'this.PageType != PageType.Index' is always false.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Pages/IndexPage.cs 23:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting '_header'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/FileReaderV7.cs 35:1,litedb_LiteDB.sarif
litedb,"The first argument of the 'SequenceEqual' method is not expected to be null. Potential null value: _header[""password""].AsBinary.",warning,V3156,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/FileReaderV7.cs 48:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'page'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/FileReaderV7.cs 75:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'col'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/FileReaderV7.cs 100:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'indexPage'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/FileReaderV7.cs 108:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'dataPage'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/FileReaderV7.cs 118:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'page'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/FileReader/FileReaderV7.cs 363:1,litedb_LiteDB.sarif
litedb,Unreachable code detected. It is possible that an error is present.,warning,V3142,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Query/Lookup/IndexKeyLoader.cs 26:1,litedb_LiteDB.sarif
litedb,Possible null dereference inside method at 'node.DataBlock'. Consider inspecting the 1st argument: node.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Query/Lookup/IndexKeyLoader.cs 40:1,litedb_LiteDB.sarif
litedb,Possible null dereference inside method at 'expr.IsScalar'. Consider inspecting the 1st argument: expr.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/BsonExpression.cs 352:1,litedb_LiteDB.sarif
litedb,Unreachable code detected. It is possible that an error is present.,warning,V3142,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Query/Pipeline/DocumentCacheEnumerable.cs 64:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Query/Pipeline/BasePipe.cs 67:1,litedb_LiteDB.sarif
litedb,Suspicious assignment inside the condition expression of 'while' operator: done.Running = enumerator.MoveNext().,note,V3055,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Query/Pipeline/GroupByPipe.cs 91:1,litedb_LiteDB.sarif
litedb,An empty exception handler. Silent suppression of exceptions may hide the presence of bugs or vulnerabilities.,note,V3163,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/LockService.cs 148:1,litedb_LiteDB.sarif
litedb,Expression '_state != TransactionState.Disposed' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/TransactionService.cs 404:1,litedb_LiteDB.sarif
litedb,Possible null dereference of 'current'. The '_containers.FirstOrDefault' can return default null value.,warning,V3146,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Sort/SortService.cs 153:1,litedb_LiteDB.sarif
litedb,Passing 'null' to 'Equals' method should not result in 'NullReferenceException'.,warning,V3115,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Structures/PageAddress.cs 37:1,litedb_LiteDB.sarif
litedb,Passing 'null' to 'Equals' method should not result in 'NullReferenceException'.,warning,V3115,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Structures/PagePosition.cs 33:1,litedb_LiteDB.sarif
litedb,The first argument of the 'ToBase64String' method is not expected to be null. Potential null value: value.AsBinary.,warning,V3156,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/SystemCollections/SysFileCsv.cs 170:1,litedb_LiteDB.sarif
litedb,A part of conditional expression is always true if it is evaluated: quote != ' '.,warning,V3063,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Utils/Extensions/DictionaryExtensions.cs 93:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument: value.AsDocument.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Utils/Extensions/BufferSliceExtensions.cs 286:1,litedb_LiteDB.sarif
litedb,Dereferencing the result of 'as' operator inside method can lead to NullReferenceException. Consider inspecting 1st argument: value.AsArray.,note,V3149,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Utils/Extensions/BufferSliceExtensions.cs 293:1,litedb_LiteDB.sarif
litedb,A part of conditional expression is always false if it is evaluated: isCharSetOn.,warning,V3063,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Utils/Extensions/StringExtensions.cs 123:1,litedb_LiteDB.sarif
litedb,Expression 'isCharSetOn' is always false.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Utils/Extensions/StringExtensions.cs 128:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'cur'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 113:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'cache'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 122:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'last'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 156:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'last'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 232:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'node'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 300:1,litedb_LiteDB.sarif
litedb,Possible null dereference of method return value. Consider inspecting: GetNode(...).,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 317:1,litedb_LiteDB.sarif
litedb,Possible null dereference of method return value. Consider inspecting: GetNode(...).,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 318:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'cur'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 330:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'cur'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 352:1,litedb_LiteDB.sarif
litedb,Possible null dereference. Consider inspecting 'next'.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Engine/Services/IndexService.cs 355:1,litedb_LiteDB.sarif
litedb,The return value of function 'ToArray' is required to be utilized.,error,V3010,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Database/Create_Database_Tests.cs 27:1,litedb_LiteDB.sarif
litedb,IDisposable object 'm' is not disposed before method returns.,warning,V3114,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Internals/Cache_Tests.cs 165:1,litedb_LiteDB.sarif
litedb,There are identical sub-expressions '!x.Active' to the left and to the right of the '&&' operator.,error,V3001,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqEval_Tests.cs 104:1,litedb_LiteDB.sarif
litedb,Expression 'x.Active || !x.Active' is always true. Probably the '&&' operator should be used here.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqEval_Tests.cs 105:1,litedb_LiteDB.sarif
litedb,The 'BenchmarkBase' class containing IDisposable members does not itself implement IDisposable. Inspect: DatabaseInstance.,note,V3072,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Benchmarks/Benchmarks/BenchmarkBase.cs 7:1,litedb_LiteDB.sarif
litedb,An odd precise comparison: x.Salary != 50. Consider using a comparison with defined precision: Math.Abs(A - B) > Epsilon.,note,V3024,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqBsonExpression_Tests.cs 238:1,litedb_LiteDB.sarif
litedb,An odd precise comparison: x.Salary == x.Id. Consider using a comparison with defined precision: Math.Abs(A - B) < Epsilon.,note,V3024,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqBsonExpression_Tests.cs 239:1,litedb_LiteDB.sarif
litedb,There are identical sub-expressions 'x.Active' to the left and to the right of the '&&' operator.,error,V3001,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqBsonExpression_Tests.cs 247:1,litedb_LiteDB.sarif
litedb,There are identical sub-expressions 'x.Active' to the left and to the right of the '&&' operator.,error,V3001,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqBsonExpression_Tests.cs 248:1,litedb_LiteDB.sarif
litedb,Expression 'x.Active && !x.Active' is always false. Probably the '||' operator should be used here.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqBsonExpression_Tests.cs 249:1,litedb_LiteDB.sarif
litedb,An odd precise comparison: x.Salary == 50. Consider using a comparison with defined precision: Math.Abs(A - B) < Epsilon.,note,V3024,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Tests/Mapper/LinqBsonExpression_Tests.cs 252:1,litedb_LiteDB.sarif
litedb,"The 'DatabaseInstance' object was used before it was verified against null. Check lines: 52, 53.",error,V3095,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Benchmarks/Benchmarks/Queries/QueryCountBenchmark.cs 52:1,litedb_LiteDB.sarif
litedb,"The 'DatabaseInstance' object was used before it was verified against null. Check lines: 65, 68.",error,V3095,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Benchmarks/Benchmarks/Queries/QueryIgnoreExpressionPropertiesBenchmark.cs 65:1,litedb_LiteDB.sarif
litedb,"It is odd that the body of 'FindWithQuery' function is fully equivalent to the body of 'FindWithIndexQuery' function (49, line 61).",note,V3013,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Benchmarks/Benchmarks/Queries/QuerySimpleIndexBenchmarks.cs 49:1,litedb_LiteDB.sarif
litedb,"The 'generatedFileMeta.ValidFrom' variable is assigned values twice successively. Perhaps this is a mistake. Check lines: 29, 28.",warning,V3008,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB.Benchmarks/Models/Generators/FileMetaGenerator.cs 29:1,litedb_LiteDB.sarif
litedb,Calling the 'Single' method for potentially empty collection 'values' may result in exception.,note,V3179,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 205:1,litedb_LiteDB.sarif
litedb,A part of conditional expression is always true if it is evaluated: fields.Count == 1.,warning,V3063,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 310:1,litedb_LiteDB.sarif
litedb,A part of conditional expression is always true if it is evaluated: fields.Count == 1.,warning,V3063,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 313:1,litedb_LiteDB.sarif
litedb,Expression '!tokenizer.CheckEOF()' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 358:1,litedb_LiteDB.sarif
litedb,Expression '!tokenizer.CheckEOF()' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 619:1,litedb_LiteDB.sarif
litedb,Expression '!tokenizer.CheckEOF()' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 769:1,litedb_LiteDB.sarif
litedb,Expression '!tokenizer.CheckEOF()' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 902:1,litedb_LiteDB.sarif
litedb,Expression '!tokenizer.CheckEOF()' is always true.,error,V3022,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 1241:1,litedb_LiteDB.sarif
litedb,"Two similar code fragments were found. Perhaps, this is a typo and 'item1' variable should be used instead of 'item0'",warning,V3127,file:///home/msedlyarskiy/benchmark/projects/litedb/LiteDB/Document/Expression/Parser/BsonExpressionParser.cs 1290:1,litedb_LiteDB.sarif
RestSharp,Some of the references in 'RestSharp(netstandard2.0)' project are missing or incorrect. The analysis results could be incomplete. Consider making the project fully compilable and building it before analysis.,note,V051,file:// 1:1,RestSharp_RestSharp.sarif
RestSharp,Some of the references in 'RestSharp.Serializers.Xml(netstandard2.0)' project are missing or incorrect. The analysis results could be incomplete. Consider making the project fully compilable and building it before analysis.,note,V051,file:// 1:1,RestSharp_RestSharp.sarif
RestSharp,Some of the references in 'RestSharp.InteractiveTests' project are missing or incorrect. The analysis results could be incomplete. Consider making the project fully compilable and building it before analysis.,note,V051,file:// 1:1,RestSharp_RestSharp.sarif
RestSharp,Some of the references in 'RestSharp.Serializers.CsvHelper(netstandard2.0)' project are missing or incorrect. The analysis results could be incomplete. Consider making the project fully compilable and building it before analysis.,note,V051,file:// 1:1,RestSharp_RestSharp.sarif
RestSharp,Some of the references in 'RestSharp.Serializers.NewtonsoftJson(netstandard2.0)' project are missing or incorrect. The analysis results could be incomplete. Consider making the project fully compilable and building it before analysis.,note,V051,file:// 1:1,RestSharp_RestSharp.sarif
RestSharp,A part of conditional expression is always true if it is evaluated: includedProperties.Length > 0.,warning,V3063,file:///home/msedlyarskiy/benchmark/projects/RestSharp/src/RestSharp/Parameters/ObjectParser.cs 77:1,RestSharp_RestSharp.sarif
RestSharp,Parameter of the 'CancellationToken' type is not utilized inside a method. Ignoring the parameter can cause application to be unresponsive to cancellation events.,note,V3167,file:///home/msedlyarskiy/benchmark/projects/RestSharp/src/RestSharp/Response/ResponseHandling.cs 40:1,RestSharp_RestSharp.sarif
RestSharp,Possible null dereference inside method. Consider inspecting the 1st argument.,warning,V3080,file:///home/msedlyarskiy/benchmark/projects/RestSharp/src/RestSharp/Request/RequestContent.cs 44:1,RestSharp_RestSharp.sarif
RestSharp,Possible NullReferenceException. The '?.' and '.' operators are used for accessing members of the 'httpResponse.RequestMessage!' object,error,V3042,file:///home/msedlyarskiy/benchmark/projects/RestSharp/src/RestSharp/Response/RestResponse.cs 95:1,RestSharp_RestSharp.sarif
RestSharp,It is odd that the body of 'GET_with_empty_request' function is fully equivalent to the body of 'GET_with_empty_request_and_bare_hostname' function.,note,V3013,file:///home/msedlyarskiy/benchmark/projects/RestSharp/test/RestSharp.Tests/UrlBuilderTests.cs 37:1,RestSharp_RestSharp.sarif
RestSharp,It is odd that the body of 'POST_with_leading_slash' function is fully equivalent to the body of 'POST_with_leading_slash_and_baseurl_trailing_slash' function.,note,V3013,file:///home/msedlyarskiy/benchmark/projects/RestSharp/test/RestSharp.Tests/UrlBuilderTests.cs 215:1,RestSharp_RestSharp.sarif
